173.821165,118.525520,208.000000,0.598462,0.000000,0.598462,3.141593
150.564991,100.531898,181.042755,0.588716,0.596912,1.185628,2.101612
141.532460,85.468430,165.336898,0.543267,0.762888,1.306154,1.823588
137.359138,78.837021,158.375531,0.521043,0.829062,1.350105,1.715311
134.271973,72.396454,152.545761,0.494496,0.882305,1.376802,1.629503
132.592393,57.739330,144.618715,0.410701,0.952427,1.363128,1.518540
131.950466,46.246700,139.820180,0.337107,0.993965,1.331072,1.454038
131.671459,39.507397,137.470751,0.291498,1.014125,1.305623,1.423095
132.293308,37.430683,137.486638,0.275730,1.013989,1.289719,1.423302
133.957131,37.698112,139.160557,0.274324,0.999635,1.273960,1.445310
132.719228,38.651634,138.232928,0.283390,1.007596,1.290986,1.433089
131.832000,43.564194,138.843492,0.319155,1.002358,1.321513,1.441126
129.048029,62.687214,143.468047,0.452196,0.962439,1.414635,1.502904
131.408030,87.671227,157.969346,0.588350,0.832829,1.421178,1.709200
138.247219,98.604210,169.808963,0.619560,0.718427,1.337987,1.897236
156.372057,104.258949,187.941876,0.588051,0.511596,1.099647,2.247325
168.694161,101.821251,197.041333,0.543051,0.375111,0.918162,2.483272
148.005717,98.209305,177.625335,0.585842,0.635709,1.221551,2.035915
126.529050,76.264877,147.736022,0.542436,0.925110,1.467547,1.561471
130.811117,48.850693,139.635019,0.357406,0.995558,1.352964,1.451585
136.223485,25.726196,138.631436,0.186655,1.004178,1.190832,1.438332
135.326431,16.824020,136.368217,0.123687,1.023553,1.147240,1.408708
135.354611,15.609370,136.251690,0.114815,1.024548,1.139363,1.407192
136.860641,8.656968,137.134161,0.063170,1.017005,1.080175,1.418693
137.979553,-4.583928,138.055675,-0.033210,1.009115,0.975905,1.430761
133.207159,-7.960842,133.444828,-0.059692,1.048472,0.988780,1.370953
121.293573,3.297247,121.338381,0.027177,1.151140,1.178317,1.219902
124.247055,22.810326,126.323559,0.181567,1.108879,1.290446,1.281153
129.663222,30.652321,133.237066,0.232138,1.050239,1.282377,1.368291
138.728151,33.261356,142.659798,0.235317,0.969451,1.204768,1.491987
152.353073,41.813313,157.986746,0.267855,0.832667,1.100522,1.709461
159.273072,83.194748,179.692174,0.481360,0.612473,1.093833,2.075216
163.830124,118.068787,201.941942,0.624470,0.277740,0.902209,2.653175
170.853610,139.149368,208.000000,0.683482,0.000000,0.683482,3.141593
176.628492,139.839859,208.000000,0.669670,0.000000,0.669670,3.141593
170.807330,110.836708,203.617092,0.575601,0.235910,0.811510,2.726458
147.943125,89.315201,172.813117,0.543145,0.687485,1.230631,1.948872
123.067535,73.229866,143.206953,0.536763,0.964706,1.501469,1.499372
114.770698,58.633259,128.880457,0.472308,1.087216,1.559525,1.313064
116.152281,36.065277,121.622599,0.301062,1.148727,1.449789,1.223362
120.220245,17.728777,121.520438,0.146414,1.149595,1.296008,1.222117
121.225750,11.240172,121.745735,0.092457,1.147682,1.240139,1.224862
119.662747,3.708298,119.720192,0.030980,1.164889,1.195869,1.200273
119.647895,-1.630444,119.659003,-0.013626,1.165410,1.151783,1.199533
117.681329,2.059661,117.699352,0.017500,1.182097,1.199597,1.175922
103.222595,20.155170,105.171931,0.192833,1.290496,1.483329,1.028455
104.230651,30.773136,108.678491,0.287085,1.259754,1.546839,1.069187
123.967515,42.694939,131.113701,0.331681,1.068277,1.399958,1.341234
139.511717,50.970306,148.531112,0.350282,0.918093,1.268375,1.572561
211.507345,73.742027,208.000000,0.335472,0.000000,0.349066,3.141593
229.499034,50.768703,208.000000,0.217709,0.000000,0.349066,3.141593
